t,dir,ang_pct,steer,pwm_ms,fps,source_file
1767060776.48,RIGHT,27,0.278,1.639,23.04,uart_speed1_5.csv
1767060776.62,RIGHT,26,0.264,1.632,23.04,uart_speed1_5.csv
1767060776.75,RIGHT,27,0.273,1.636,23.04,uart_speed1_5.csv
1767060776.89,RIGHT,40,0.403,1.702,23.04,uart_speed1_5.csv
1767060777.02,RIGHT,39,0.397,1.699,23.04,uart_speed1_5.csv
1767060777.15,RIGHT,42,0.421,1.711,23.04,uart_speed1_5.csv
1767060777.28,RIGHT,56,0.563,1.782,23.04,uart_speed1_5.csv
1767060777.4,RIGHT,56,0.567,1.784,23.04,uart_speed1_5.csv
1767060777.51,RIGHT,73,0.737,1.868,23.32,uart_speed1_5.csv
1767060777.64,RIGHT,85,0.851,1.926,23.32,uart_speed1_5.csv
1767060777.76,RIGHT,87,0.871,1.936,23.32,uart_speed1_5.csv
1767060777.88,RIGHT,91,0.919,1.959,23.32,uart_speed1_5.csv
1767060778.0,RIGHT,86,0.861,1.93,23.32,uart_speed1_5.csv
1767060778.11,RIGHT,88,0.882,1.941,23.32,uart_speed1_5.csv
1767060778.22,RIGHT,86,0.868,1.934,23.32,uart_speed1_5.csv
1767060778.33,RIGHT,69,0.69,1.845,23.32,uart_speed1_5.csv
1767060778.44,RIGHT,53,0.537,1.768,23.32,uart_speed1_5.csv
1767060778.56,RIGHT,39,0.397,1.698,25.64,uart_speed1_5.csv
1767060778.67,RIGHT,27,0.272,1.636,25.64,uart_speed1_5.csv
1767060778.78,RIGHT,20,0.2,1.6,25.64,uart_speed1_5.csv
1767060778.9,RIGHT,23,0.233,1.616,25.64,uart_speed1_5.csv
1767060779.02,RIGHT,17,0.178,1.589,25.64,uart_speed1_5.csv
1767060779.13,RIGHT,10,0.106,1.553,25.64,uart_speed1_5.csv
1767060779.24,STRAIGHT,0,0.0,1.5,25.64,uart_speed1_5.csv
1767060779.36,STRAIGHT,0,0.0,1.5,25.64,uart_speed1_5.csv
1767060779.47,STRAIGHT,0,0.0,1.5,25.64,uart_speed1_5.csv
1767060779.58,STRAIGHT,0,0.0,1.5,26.46,uart_speed1_5.csv
1767060779.7,STRAIGHT,0,0.0,1.5,26.46,uart_speed1_5.csv
1767060779.82,STRAIGHT,0,0.0,1.5,26.46,uart_speed1_5.csv
1767060779.93,STRAIGHT,0,0.0,1.5,26.46,uart_speed1_5.csv
1767060780.06,RIGHT,9,0.094,1.547,26.46,uart_speed1_5.csv
1767060780.18,RIGHT,13,0.133,1.567,26.46,uart_speed1_5.csv
1767060780.3,RIGHT,23,0.24,1.62,26.46,uart_speed1_5.csv
1767060780.42,RIGHT,19,0.196,1.598,26.46,uart_speed1_5.csv
1767060780.54,RIGHT,12,0.123,1.562,26.46,uart_speed1_5.csv
1767060780.65,RIGHT,17,0.178,1.589,25.22,uart_speed1_5.csv
1767060780.78,RIGHT,15,0.158,1.579,25.22,uart_speed1_5.csv
1767060780.9,RIGHT,20,0.207,1.604,25.22,uart_speed1_5.csv
1767060781.02,RIGHT,23,0.233,1.616,25.22,uart_speed1_5.csv
1767060781.14,RIGHT,15,0.16,1.58,25.22,uart_speed1_5.csv
1767060781.25,RIGHT,18,0.189,1.595,25.22,uart_speed1_5.csv
1767060781.38,RIGHT,25,0.253,1.627,25.22,uart_speed1_5.csv
1767060781.5,RIGHT,24,0.248,1.624,25.22,uart_speed1_5.csv
1767060781.63,RIGHT,30,0.304,1.652,24.98,uart_speed1_5.csv
1767060781.74,RIGHT,34,0.345,1.673,24.98,uart_speed1_5.csv
1767060781.86,RIGHT,34,0.344,1.672,24.98,uart_speed1_5.csv
1767060781.99,RIGHT,41,0.417,1.708,24.98,uart_speed1_5.csv
1767060782.1,RIGHT,41,0.42,1.71,24.98,uart_speed1_5.csv
1767060782.21,RIGHT,39,0.391,1.696,24.98,uart_speed1_5.csv
1767060782.33,RIGHT,43,0.437,1.719,24.98,uart_speed1_5.csv
1767060782.45,RIGHT,45,0.454,1.727,24.98,uart_speed1_5.csv
1767060782.56,RIGHT,53,0.54,1.77,24.98,uart_speed1_5.csv
1767060782.69,RIGHT,66,0.668,1.834,25.33,uart_speed1_5.csv
1767060782.8,RIGHT,79,0.799,1.9,25.33,uart_speed1_5.csv
1767060782.92,RIGHT,88,0.885,1.942,25.33,uart_speed1_5.csv
1767060783.04,RIGHT,88,0.884,1.942,25.33,uart_speed1_5.csv
1767060783.16,RIGHT,93,0.934,1.967,25.33,uart_speed1_5.csv
1767060783.28,RIGHT,89,0.897,1.949,25.33,uart_speed1_5.csv
1767060783.39,RIGHT,82,0.828,1.914,25.33,uart_speed1_5.csv
1767060783.51,RIGHT,87,0.872,1.936,25.33,uart_speed1_5.csv
1767060783.62,RIGHT,86,0.862,1.931,25.52,uart_speed1_5.csv
1767060783.73,RIGHT,86,0.864,1.932,25.52,uart_speed1_5.csv
1767060783.85,RIGHT,85,0.851,1.926,25.52,uart_speed1_5.csv
1767060783.96,RIGHT,77,0.771,1.885,25.52,uart_speed1_5.csv
1767060784.08,RIGHT,71,0.715,1.857,25.52,uart_speed1_5.csv
1767060784.2,RIGHT,62,0.627,1.814,25.52,uart_speed1_5.csv
1767060784.31,RIGHT,58,0.58,1.79,25.52,uart_speed1_5.csv
1767060784.42,RIGHT,50,0.508,1.754,25.52,uart_speed1_5.csv
1767060784.54,RIGHT,51,0.517,1.759,25.52,uart_speed1_5.csv
1767060784.65,RIGHT,47,0.479,1.74,26.19,uart_speed1_5.csv
1767060784.78,RIGHT,40,0.406,1.703,26.19,uart_speed1_5.csv
1767060784.89,RIGHT,36,0.366,1.683,26.19,uart_speed1_5.csv
1767060785.01,RIGHT,29,0.294,1.647,26.19,uart_speed1_5.csv
1767060785.13,RIGHT,27,0.271,1.635,26.19,uart_speed1_5.csv
1767060785.24,RIGHT,23,0.237,1.619,26.19,uart_speed1_5.csv
1767060785.36,RIGHT,19,0.194,1.597,26.19,uart_speed1_5.csv
1767060785.47,RIGHT,14,0.14,1.57,26.19,uart_speed1_5.csv
1767060785.59,RIGHT,13,0.138,1.569,26.19,uart_speed1_5.csv
1767060785.7,RIGHT,11,0.111,1.556,25.8,uart_speed1_5.csv
1767060785.81,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060785.93,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060786.04,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060786.15,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060786.26,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060786.38,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060786.49,STRAIGHT,0,0.0,1.5,25.8,uart_speed1_5.csv
1767060786.61,RIGHT,9,0.091,1.546,25.8,uart_speed1_5.csv
1767060786.72,RIGHT,14,0.148,1.574,26.52,uart_speed1_5.csv
1767060786.82,RIGHT,22,0.226,1.613,26.52,uart_speed1_5.csv
1767060786.95,RIGHT,27,0.28,1.64,26.52,uart_speed1_5.csv
1767060787.07,RIGHT,26,0.266,1.633,26.52,uart_speed1_5.csv
1767060787.19,RIGHT,23,0.24,1.62,26.52,uart_speed1_5.csv
1767060787.31,RIGHT,20,0.201,1.601,26.52,uart_speed1_5.csv
1767060787.43,RIGHT,31,0.315,1.657,26.52,uart_speed1_5.csv
1767060787.54,RIGHT,26,0.262,1.631,26.52,uart_speed1_5.csv
1767060787.66,RIGHT,17,0.173,1.586,26.52,uart_speed1_5.csv
1767060787.77,RIGHT,19,0.192,1.596,25.6,uart_speed1_5.csv
1767060787.89,RIGHT,28,0.288,1.644,25.6,uart_speed1_5.csv
1767060788.0,RIGHT,35,0.355,1.678,25.6,uart_speed1_5.csv
1767060788.12,RIGHT,44,0.441,1.721,25.6,uart_speed1_5.csv
1767060788.24,RIGHT,57,0.579,1.789,25.6,uart_speed1_5.csv
1767060788.35,RIGHT,73,0.74,1.87,25.6,uart_speed1_5.csv
1767060788.47,RIGHT,72,0.725,1.863,25.6,uart_speed1_5.csv
1767060788.59,RIGHT,60,0.606,1.803,25.6,uart_speed1_5.csv
1767060788.71,RIGHT,48,0.486,1.743,25.75,uart_speed1_5.csv
1767060788.82,RIGHT,31,0.311,1.655,25.75,uart_speed1_5.csv
1767060788.93,RIGHT,21,0.215,1.608,25.75,uart_speed1_5.csv
1767060789.03,RIGHT,8,0.083,1.541,25.75,uart_speed1_5.csv
1767060789.15,STRAIGHT,0,0.0,1.5,25.75,uart_speed1_5.csv
1767060789.26,LEFT,16,-0.162,1.419,25.75,uart_speed1_5.csv
1767060789.37,LEFT,25,-0.253,1.374,25.75,uart_speed1_5.csv
1767060789.49,LEFT,29,-0.297,1.352,25.75,uart_speed1_5.csv
1767060789.6,LEFT,31,-0.316,1.342,25.75,uart_speed1_5.csv
1767060789.72,LEFT,32,-0.328,1.336,26.72,uart_speed1_5.csv
1767060789.83,LEFT,33,-0.332,1.334,26.72,uart_speed1_5.csv
1767060789.95,LEFT,33,-0.336,1.332,26.72,uart_speed1_5.csv
1767060790.07,LEFT,33,-0.337,1.331,26.72,uart_speed1_5.csv
1767060790.18,LEFT,34,-0.341,1.33,26.72,uart_speed1_5.csv
1767060790.3,LEFT,34,-0.344,1.328,26.72,uart_speed1_5.csv
1767060790.42,LEFT,34,-0.345,1.328,26.72,uart_speed1_5.csv
1767060790.53,LEFT,34,-0.345,1.328,26.72,uart_speed1_5.csv
1767060790.65,LEFT,34,-0.35,1.325,26.72,uart_speed1_5.csv
1767060790.75,LEFT,35,-0.355,1.322,25.93,uart_speed1_5.csv
1767060790.87,LEFT,35,-0.354,1.323,25.93,uart_speed1_5.csv
1767060791.0,LEFT,35,-0.359,1.321,25.93,uart_speed1_5.csv
1767060791.11,LEFT,33,-0.339,1.33,25.93,uart_speed1_5.csv
1767060791.24,LEFT,30,-0.309,1.346,25.93,uart_speed1_5.csv
1767060791.35,LEFT,25,-0.251,1.375,25.93,uart_speed1_5.csv
1767060791.47,LEFT,21,-0.21,1.395,25.93,uart_speed1_5.csv
1767060791.6,LEFT,18,-0.188,1.406,25.93,uart_speed1_5.csv
1767060791.71,LEFT,22,-0.225,1.387,25.93,uart_speed1_5.csv
1767060791.81,LEFT,27,-0.27,1.365,25.39,uart_speed1_5.csv
1767060791.94,LEFT,29,-0.294,1.353,25.39,uart_speed1_5.csv
1767060792.05,LEFT,30,-0.302,1.349,25.39,uart_speed1_5.csv
1767060792.17,LEFT,31,-0.32,1.34,25.39,uart_speed1_5.csv
1767060792.29,LEFT,34,-0.34,1.33,25.39,uart_speed1_5.csv
1767060792.42,LEFT,35,-0.359,1.32,25.39,uart_speed1_5.csv
1767060792.54,LEFT,37,-0.372,1.314,25.39,uart_speed1_5.csv
1767060792.65,LEFT,38,-0.38,1.31,25.39,uart_speed1_5.csv
1767060792.75,LEFT,39,-0.399,1.301,25.68,uart_speed1_5.csv
1767060792.88,LEFT,43,-0.432,1.284,25.68,uart_speed1_5.csv
1767060792.99,LEFT,45,-0.458,1.271,25.68,uart_speed1_5.csv
1767060793.1,LEFT,46,-0.468,1.266,25.68,uart_speed1_5.csv
1767060793.23,LEFT,47,-0.474,1.263,25.68,uart_speed1_5.csv
1767060793.34,LEFT,46,-0.466,1.267,25.68,uart_speed1_5.csv
1767060793.46,LEFT,45,-0.453,1.274,25.68,uart_speed1_5.csv
1767060793.58,LEFT,43,-0.44,1.28,25.68,uart_speed1_5.csv
1767060793.7,LEFT,43,-0.438,1.281,25.68,uart_speed1_5.csv
1767060793.83,LEFT,43,-0.439,1.281,25.26,uart_speed1_5.csv
1767060793.94,LEFT,44,-0.446,1.277,25.26,uart_speed1_5.csv
1767060794.06,LEFT,44,-0.444,1.278,25.26,uart_speed1_5.csv
1767060794.17,LEFT,44,-0.443,1.278,25.26,uart_speed1_5.csv
1767060794.28,LEFT,44,-0.442,1.279,25.26,uart_speed1_5.csv
1767060794.4,LEFT,43,-0.44,1.28,25.26,uart_speed1_5.csv
1767060794.5,LEFT,43,-0.44,1.28,25.26,uart_speed1_5.csv
1767060794.63,LEFT,44,-0.441,1.28,25.26,uart_speed1_5.csv
1767060794.75,LEFT,44,-0.443,1.278,25.26,uart_speed1_5.csv
1767060794.87,LEFT,44,-0.449,1.276,25.66,uart_speed1_5.csv
1767060794.98,LEFT,45,-0.454,1.273,25.66,uart_speed1_5.csv
1767060795.1,LEFT,45,-0.459,1.27,25.66,uart_speed1_5.csv
1767060795.22,LEFT,46,-0.465,1.268,25.66,uart_speed1_5.csv
1767060795.34,LEFT,46,-0.469,1.266,25.66,uart_speed1_5.csv
1767060795.46,LEFT,46,-0.465,1.267,25.66,uart_speed1_5.csv
1767060795.58,LEFT,45,-0.455,1.272,25.66,uart_speed1_5.csv
1767060795.78,LEFT,45,-0.455,1.273,25.66,uart_speed1_5.csv
1767060795.91,LEFT,45,-0.458,1.271,22.48,uart_speed1_5.csv
1767060796.04,LEFT,45,-0.459,1.27,22.48,uart_speed1_5.csv
1767060796.17,LEFT,46,-0.469,1.266,22.48,uart_speed1_5.csv
1767060796.3,LEFT,48,-0.487,1.257,22.48,uart_speed1_5.csv
1767060796.44,LEFT,52,-0.52,1.24,22.48,uart_speed1_5.csv
1767060796.57,LEFT,56,-0.562,1.219,22.48,uart_speed1_5.csv
1767060796.7,LEFT,48,-0.483,1.259,22.48,uart_speed1_5.csv
1767060796.84,LEFT,36,-0.367,1.316,22.51,uart_speed1_5.csv
1767060796.98,LEFT,25,-0.254,1.373,22.51,uart_speed1_5.csv
1767060797.11,LEFT,15,-0.159,1.42,22.51,uart_speed1_5.csv
1767060797.24,STRAIGHT,0,0.0,1.5,22.51,uart_speed1_5.csv
1767060797.37,STRAIGHT,0,0.0,1.5,22.51,uart_speed1_5.csv
1767060797.48,STRAIGHT,0,0.0,1.5,22.51,uart_speed1_5.csv
1767060797.61,STRAIGHT,0,0.0,1.5,22.51,uart_speed1_5.csv
1767060797.72,STRAIGHT,0,0.0,1.5,22.51,uart_speed1_5.csv
1767060797.85,RIGHT,8,0.084,1.542,23.8,uart_speed1_5.csv
1767060797.97,RIGHT,8,0.081,1.54,23.8,uart_speed1_5.csv
1767060798.08,STRAIGHT,0,0.0,1.5,23.8,uart_speed1_5.csv
1767060798.2,STRAIGHT,0,0.0,1.5,23.8,uart_speed1_5.csv
1767060798.32,STRAIGHT,0,0.0,1.5,23.8,uart_speed1_5.csv
1767060798.42,STRAIGHT,0,0.0,1.5,23.8,uart_speed1_5.csv
1767060798.54,STRAIGHT,0,0.0,1.5,23.8,uart_speed1_5.csv
1767060798.65,RIGHT,8,0.08,1.54,23.8,uart_speed1_5.csv
1767060798.77,RIGHT,8,0.08,1.54,23.8,uart_speed1_5.csv
1767060798.89,STRAIGHT,0,0.0,1.5,25.92,uart_speed1_5.csv
1767060799.01,STRAIGHT,0,0.0,1.5,25.92,uart_speed1_5.csv
1767060799.13,STRAIGHT,0,0.0,1.5,25.92,uart_speed1_5.csv
